-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  4.6106   Longitude -74.0746 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1790.38 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2012,82.27,82.23,82.25,82.33,82.32,82.39,82.34,82.4,82.39,82.29,82.26,82.22,82.31
PS,2013,82.26,82.23,82.29,82.32,82.39,82.36,82.39,82.35,82.34,82.3,82.22,82.26,82.31
PS,2014,82.25,82.21,82.29,82.29,82.35,82.36,82.41,82.39,82.34,82.32,82.27,82.26,82.31
PS,2015,82.28,82.29,82.3,82.29,82.34,82.36,82.38,82.32,82.3,82.33,82.24,82.25,82.31
PS,2016,82.32,82.24,82.36,82.34,82.44,82.48,82.42,82.39,82.41,82.28,82.26,82.29,82.35
PS,2017,82.32,82.33,82.33,82.33,82.4,82.4,82.45,82.38,82.37,82.3,82.23,82.28,82.34
PS,2018,82.25,82.28,82.24,82.37,82.39,82.42,82.4,82.42,82.29,82.33,82.27,82.33,82.33
PS,2019,82.32,82.29,82.33,82.36,82.36,82.42,82.41,82.44,82.4,82.31,82.24,82.25,82.34
PS,2020,82.34,82.33,82.35,82.39,82.4,82.4,82.36,82.36,82.34,82.29,82.29,82.25,82.34
PS,2021,82.22,82.23,82.26,82.28,82.38,82.42,82.43,82.4,82.39,82.32,82.27,82.24,82.32
PS,2022,82.28,82.24,82.27,82.28,82.39,82.38,82.39,82.38,82.36,82.34,82.31,82.26,82.32
PS,2023,82.34,82.28,82.33,82.3,82.37,82.4,82.41,82.39,82.33,82.33,82.28,82.27,82.34
PS,2024,82.35,82.35,82.34,82.33,82.36,82.41,82.42,82.44,82.34,82.35,82.28,82.27,82.35
PS,2025,82.32,82.25,82.33,82.3,82.37,82.4,82.43,82.42,82.39,82.31,82.27,82.23,82.34
WD10M,2001,86.8,95.8,100.3,118.7,123.6,125.2,122.0,124.4,126.6,112.4,62.6,62.7,111.7
WD10M,2002,75.6,84.5,113.1,94.0,118.3,136.2,117.4,120.4,122.3,116.8,110.9,100.9,113.7
WD10M,2003,92.2,96.2,83.2,129.3,122.9,133.3,130.2,132.3,126.8,101.8,98.0,82.2,116.2
WD10M,2004,46.3,89.5,100.3,124.0,137.7,123.5,128.5,129.0,135.3,98.7,85.5,52.4,113.6
WD10M,2005,46.6,77.0,84.4,124.0,121.8,128.8,133.3,128.0,118.4,78.9,12.8,37.3,104.5
WD10M,2006,69.9,85.6,100.3,115.5,146.7,127.2,123.9,123.6,119.4,73.6,64.2,76.4,109.8
WD10M,2007,91.1,80.6,101.4,122.8,130.2,126.2,122.0,132.8,124.9,100.3,75.1,28.0,107.4
WD10M,2008,74.7,77.9,97.0,107.8,133.1,133.9,130.2,131.4,133.5,128.8,5.5,29.9,110.5
WD10M,2009,95.4,92.5,90.8,119.2,127.4,128.1,121.0,124.2,116.2,104.0,72.3,82.6,110.7
WD10M,2010,98.4,96.8,114.4,148.0,115.7,145.4,142.9,151.7,135.7,87.3,10.8,46.6,112.2
WD10M,2011,74.0,51.2,42.2,340.5,136.0,122.2,124.4,129.4,129.0,24.4,1.4,71.1,100.1
WD10M,2012,63.4,66.7,102.7,95.5,132.4,122.0,127.5,134.5,125.2,92.1,54.8,59.8,110.3
WD10M,2013,87.3,86.2,110.1,138.7,119.7,125.8,125.7,130.3,123.2,110.2,22.3,79.0,110.3
WD10M,2014,88.0,76.8,60.4,124.0,115.2,121.1,122.3,129.1,117.2,113.2,49.9,80.1,108.5
WD10M,2015,93.4,88.8,78.9,120.9,118.7,123.4,120.9,122.0,116.3,112.5,89.3,109.0,111.7
WD10M,2016,56.3,89.6,83.2,119.8,123.6,129.0,121.4,121.2,125.2,87.8,20.3,67.3,106.2
WD10M,2017,50.9,37.2,41.9,120.0,119.7,127.2,140.3,120.6,133.2,101.0,21.8,45.8,99.8
WD10M,2018,86.4,38.7,91.3,98.7,133.7,126.0,123.0,126.8,125.2,49.4,56.2,94.8,107.1
WD10M,2019,89.7,90.2,104.4,111.9,133.7,127.7,122.6,130.5,123.8,110.4,48.0,90.0,112.7
WD10M,2020,70.7,85.7,55.8,100.5,116.4,114.7,123.8,125.1,123.0,117.4,15.6,55.3,99.8
WD10M,2021,90.7,74.7,69.2,124.9,120.2,122.4,127.4,130.9,128.8,95.0,41.5,49.3,105.5
WD10M,2022,62.4,68.6,52.4,113.8,129.3,127.6,118.0,130.1,126.1,60.3,5.2,55.0,97.6
WD10M,2023,59.0,90.0,55.1,128.2,128.7,130.0,121.1,120.9,118.1,113.3,101.1,81.6,111.5
WD10M,2024,92.1,80.0,85.5,100.4,131.3,122.6,136.6,123.4,124.4,108.8,42.9,59.4,107.4
WD10M,2025,81.2,63.8,78.3,111.3,129.3,117.8,125.6,119.2,121.7,112.9,81.0,45.2,105.4
WD50M,2001,85.1,94.4,96.7,113.3,119.2,122.9,119.9,123.5,122.2,105.3,63.3,63.9,108.2
WD50M,2002,73.5,83.3,108.4,86.9,115.0,133.7,115.9,119.4,119.0,112.4,107.4,96.5,110.3
WD50M,2003,90.4,94.2,81.2,122.1,119.0,129.1,127.3,129.6,121.8,90.4,89.8,79.1,111.4
WD50M,2004,48.1,88.3,98.0,111.1,132.6,121.8,125.3,127.4,131.6,91.7,82.3,55.3,109.3
WD50M,2005,50.3,77.1,84.1,118.9,114.9,125.7,131.1,125.4,114.9,75.9,21.4,43.2,100.7
WD50M,2006,68.5,84.6,96.8,105.2,140.0,124.2,122.5,121.9,116.2,73.4,65.7,74.7,106.0
WD50M,2007,89.5,81.0,97.3,113.3,122.8,123.9,119.5,129.0,121.8,89.9,73.6,32.2,103.8
WD50M,2008,74.4,77.2,93.4,100.6,123.8,129.0,126.6,125.9,129.2,116.8,21.3,36.6,104.1
WD50M,2009,91.0,89.3,86.8,110.7,119.7,124.7,118.9,120.9,114.5,99.8,71.6,81.3,106.5
WD50M,2010,97.0,95.0,109.9,123.7,104.1,138.9,133.9,145.9,124.8,84.3,21.5,51.7,105.8
WD50M,2011,74.2,55.5,47.5,65.2,124.2,118.6,121.2,125.5,124.9,33.7,14.7,70.6,94.6
WD50M,2012,64.2,67.7,98.9,83.6,127.9,119.4,124.9,131.4,122.8,86.8,56.9,61.7,105.7
WD50M,2013,85.4,84.2,103.2,119.3,109.7,122.5,123.4,126.6,119.5,104.7,30.7,77.6,105.2
WD50M,2014,85.7,76.3,62.4,119.3,106.9,119.0,120.9,126.6,112.9,105.5,52.4,79.0,104.5
WD50M,2015,91.8,85.9,77.3,116.5,115.0,122.5,119.2,120.5,114.2,108.7,86.5,107.5,109.1
WD50M,2016,59.8,88.6,83.0,106.4,119.1,126.0,118.8,119.2,120.4,82.8,31.1,68.7,102.1
WD50M,2017,55.5,42.5,48.8,113.7,111.4,121.7,136.9,116.2,126.5,96.7,31.7,50.4,94.9
WD50M,2018,83.8,44.5,88.8,91.3,125.3,122.9,120.5,124.9,121.2,55.3,59.6,93.0,102.9
WD50M,2019,88.0,88.4,98.0,100.4,125.5,124.6,120.4,128.5,119.8,102.6,51.9,86.8,108.2
WD50M,2020,70.0,84.9,58.7,97.3,113.4,112.7,121.2,121.4,117.9,113.5,31.6,59.4,97.1
WD50M,2021,89.8,75.8,71.5,118.7,114.9,119.4,125.6,127.6,125.7,91.2,45.9,52.7,102.0
WD50M,2022,65.0,71.1,58.9,107.5,124.9,121.4,115.2,126.3,120.3,62.8,18.9,58.0,94.2
WD50M,2023,61.5,88.3,58.1,111.0,124.3,128.2,119.9,118.9,115.5,105.8,97.7,80.7,107.9
WD50M,2024,91.5,79.9,83.9,97.3,125.8,119.3,134.4,121.1,121.3,104.7,48.2,61.8,104.4
WD50M,2025,80.5,66.0,77.2,105.2,125.7,115.3,123.4,117.0,119.3,108.1,80.0,48.4,102.1
WS10M,2001,1.74,2.52,1.41,1.52,1.64,2.24,2.37,3.32,1.78,1.51,1.49,1.35,1.9
WS10M,2002,1.86,1.73,1.54,1.42,2.13,2.27,2.82,3.18,2.35,1.82,1.63,1.49,2.02
WS10M,2003,2.05,1.89,1.84,1.65,1.91,1.91,2.34,2.47,1.89,1.35,1.23,1.45,1.83
WS10M,2004,1.89,1.83,1.82,1.42,1.87,2.84,2.18,2.97,1.94,1.41,1.51,1.4,1.92
WS10M,2005,1.67,1.83,1.58,1.73,1.73,2.2,2.55,2.5,2.19,1.24,1.68,1.37,1.86
WS10M,2006,1.59,1.76,1.41,1.52,1.7,2.07,2.83,2.75,2.16,1.81,1.39,1.48,1.87
WS10M,2007,1.74,2.63,1.48,1.3,1.48,2.24,2.36,2.06,2.29,1.34,1.64,1.62,1.84
WS10M,2008,1.72,1.81,1.56,1.48,1.42,1.84,2.18,1.82,2.12,1.4,1.28,1.51,1.68
WS10M,2009,1.37,1.58,1.28,1.53,1.47,2.16,2.51,2.26,2.9,1.88,1.69,1.5,1.84
WS10M,2010,2.37,1.89,1.5,1.3,1.53,1.63,1.46,1.78,1.46,1.65,1.36,1.41,1.61
WS10M,2011,1.47,1.58,1.55,1.24,1.5,1.88,2.22,2.03,1.9,1.55,1.31,1.46,1.64
WS10M,2012,1.44,1.57,1.64,1.29,1.77,2.16,2.26,2.15,2.6,1.49,1.33,1.68,1.78
WS10M,2013,1.84,1.42,1.4,1.49,1.36,2.05,2.32,2.04,2.02,1.62,1.48,1.52,1.72
WS10M,2014,1.53,1.6,1.43,1.68,1.36,2.33,2.89,2.48,1.88,1.64,1.51,1.61,1.83
WS10M,2015,2.17,1.79,1.7,1.68,1.81,2.94,2.73,2.63,2.54,1.72,1.53,2.58,2.15
WS10M,2016,1.67,1.73,1.56,1.37,1.67,2.12,2.26,2.5,1.88,1.32,1.58,1.3,1.75
WS10M,2017,1.59,1.98,1.29,1.54,1.46,1.57,2.22,1.7,1.65,1.61,1.36,1.53,1.62
WS10M,2018,1.46,1.77,1.69,1.49,1.35,2.04,2.13,2.79,1.98,1.41,1.32,1.89,1.78
WS10M,2019,2.05,1.51,1.32,1.45,1.43,2.05,2.27,2.63,2.08,1.39,1.5,1.49,1.77
WS10M,2020,2.37,2.18,1.69,1.41,1.84,1.99,1.82,1.77,1.82,2.02,1.29,1.41,1.8
WS10M,2021,1.77,1.64,1.45,1.47,1.8,1.74,2.52,1.93,1.98,1.32,1.4,1.63,1.72
WS10M,2022,1.84,1.42,1.4,1.54,1.58,1.47,1.82,1.93,1.59,1.65,1.53,1.54,1.61
WS10M,2023,1.57,1.61,1.37,1.41,1.77,2.54,2.69,2.56,2.3,1.49,1.61,1.66,1.88
WS10M,2024,2.22,1.9,1.77,1.55,1.54,1.8,2.32,2.32,2.25,1.81,1.57,1.47,1.88
WS10M,2025,1.9,1.39,1.43,1.51,1.88,2.14,2.36,2.17,2.12,1.47,1.45,1.74,1.8
WS10M_MAX,2001,4.68,7.21,3.76,4.86,5.17,6.94,6.51,8.14,5.54,4.31,4.32,4.25,8.14
WS10M_MAX,2002,6.1,5.23,5.29,4.07,6.18,6.31,7.02,8.02,6.69,8.3,5.04,4.51,8.3
WS10M_MAX,2003,6.53,5.81,5.23,5.42,5.22,6.08,6.25,7.15,6.06,3.24,3.93,5.07,7.15
WS10M_MAX,2004,5.79,5.78,6.18,5.5,5.55,8.17,6.91,8.28,5.4,3.93,4.02,4.09,8.28
WS10M_MAX,2005,4.57,6.43,4.92,5.8,5.9,5.61,7.25,7.64,7.02,3.66,5.57,4.27,7.64
WS10M_MAX,2006,4.7,4.86,4.81,7.02,4.31,6.97,8.44,8.42,6.24,6.01,4.66,5.36,8.44
WS10M_MAX,2007,5.31,7.63,5.72,4.97,4.27,5.09,6.56,6.43,6.38,4.82,6.07,4.14,7.63
WS10M_MAX,2008,5.14,5.14,4.54,6.06,6.99,5.94,6.49,7.44,8.57,4.32,4.19,5.39,8.57
WS10M_MAX,2009,4.08,4.05,4.13,4.97,5.19,5.81,7.22,6.22,8.17,7.4,4.72,4.86,8.17
WS10M_MAX,2010,6.76,5.79,5.26,4.31,4.25,4.74,3.95,4.64,4.3,5.13,4.5,4.83,6.76
WS10M_MAX,2011,4.22,3.95,4.85,3.62,3.61,5.65,5.97,6.13,6.39,4.74,4.54,4.74,6.39
WS10M_MAX,2012,4.16,4.37,4.73,3.6,5.14,6.08,6.96,7.14,7.04,4.96,3.89,4.6,7.14
WS10M_MAX,2013,5.81,3.69,4.67,4.84,3.79,5.0,6.03,5.82,6.3,4.4,3.96,4.32,6.3
WS10M_MAX,2014,3.87,4.43,3.9,4.76,3.58,5.72,7.71,6.36,6.16,6.45,4.18,4.86,7.71
WS10M_MAX,2015,6.05,5.25,5.45,5.22,5.95,7.22,6.39,7.09,6.88,6.2,4.89,7.01,7.22
WS10M_MAX,2016,4.17,4.5,4.76,4.17,5.41,5.63,6.54,6.83,4.92,3.49,4.45,3.62,6.83
WS10M_MAX,2017,4.74,4.68,3.87,3.86,5.08,4.29,5.79,4.69,5.04,4.75,4.19,3.96,5.79
WS10M_MAX,2018,3.9,4.29,4.92,4.05,3.33,4.91,6.06,6.53,5.18,3.97,3.49,4.64,6.53
WS10M_MAX,2019,6.32,3.67,3.84,4.23,4.07,5.48,6.16,6.19,5.59,4.43,4.18,4.8,6.32
WS10M_MAX,2020,7.21,6.09,5.28,4.47,4.77,6.05,4.8,4.73,4.73,4.57,4.71,4.41,7.21
WS10M_MAX,2021,5.04,4.4,4.02,4.53,5.98,6.13,8.22,6.48,6.1,4.06,3.84,4.16,8.22
WS10M_MAX,2022,4.95,3.7,4.06,5.88,5.72,4.03,5.42,4.7,5.07,4.93,5.73,5.43,5.88
WS10M_MAX,2023,4.86,4.78,4.0,4.15,4.91,6.07,6.68,6.53,6.15,3.55,4.4,5.6,6.68
WS10M_MAX,2024,6.69,5.63,6.32,5.01,3.63,4.82,6.53,5.17,6.39,7.23,4.37,3.5,7.23
WS10M_MAX,2025,4.83,3.84,5.15,3.98,6.32,5.51,7.36,7.19,6.1,3.95,3.78,5.02,7.36
WS10M_MIN,2001,0.04,0.04,0.08,0.05,0.07,0.02,0.32,0.51,0.08,0.04,0.15,0.05,0.02
WS10M_MIN,2002,0.04,0.07,0.02,0.04,0.11,0.16,0.27,0.33,0.42,0.1,0.09,0.09,0.02
WS10M_MIN,2003,0.17,0.09,0.13,0.12,0.23,0.04,0.41,0.31,0.08,0.05,0.01,0.04,0.01
WS10M_MIN,2004,0.08,0.04,0.15,0.04,0.14,0.05,0.05,0.48,0.11,0.01,0.11,0.1,0.01
WS10M_MIN,2005,0.06,0.06,0.04,0.07,0.05,0.09,0.05,0.02,0.09,0.04,0.15,0.05,0.02
WS10M_MIN,2006,0.06,0.1,0.08,0.02,0.05,0.06,0.09,0.23,0.02,0.1,0.04,0.09,0.02
WS10M_MIN,2007,0.16,0.19,0.02,0.01,0.04,0.13,0.15,0.14,0.09,0.06,0.02,0.09,0.01
WS10M_MIN,2008,0.07,0.07,0.0,0.04,0.04,0.1,0.16,0.04,0.15,0.11,0.05,0.04,0.0
WS10M_MIN,2009,0.05,0.11,0.03,0.05,0.13,0.23,0.04,0.06,0.11,0.08,0.02,0.02,0.02
WS10M_MIN,2010,0.14,0.09,0.07,0.03,0.04,0.01,0.05,0.09,0.11,0.08,0.06,0.11,0.01
WS10M_MIN,2011,0.07,0.04,0.17,0.02,0.04,0.02,0.04,0.2,0.12,0.05,0.06,0.13,0.02
WS10M_MIN,2012,0.12,0.07,0.07,0.07,0.09,0.23,0.02,0.17,0.11,0.09,0.04,0.01,0.01
WS10M_MIN,2013,0.04,0.09,0.0,0.1,0.06,0.01,0.13,0.17,0.15,0.04,0.02,0.13,0.0
WS10M_MIN,2014,0.06,0.03,0.08,0.05,0.03,0.08,0.71,0.22,0.02,0.13,0.03,0.13,0.02
WS10M_MIN,2015,0.07,0.07,0.04,0.01,0.09,0.07,0.07,0.29,0.12,0.06,0.07,0.02,0.01
WS10M_MIN,2016,0.07,0.03,0.05,0.03,0.04,0.17,0.28,0.17,0.02,0.07,0.05,0.02,0.02
WS10M_MIN,2017,0.09,0.08,0.02,0.03,0.04,0.06,0.22,0.09,0.09,0.11,0.09,0.17,0.02
WS10M_MIN,2018,0.06,0.02,0.04,0.09,0.04,0.15,0.08,0.1,0.09,0.09,0.16,0.1,0.02
WS10M_MIN,2019,0.11,0.09,0.03,0.0,0.06,0.1,0.13,0.2,0.16,0.02,0.07,0.04,0.0
WS10M_MIN,2020,0.33,0.08,0.1,0.14,0.08,0.06,0.12,0.13,0.04,0.06,0.04,0.06,0.04
WS10M_MIN,2021,0.11,0.08,0.04,0.04,0.09,0.06,0.04,0.14,0.19,0.03,0.12,0.07,0.03
WS10M_MIN,2022,0.12,0.05,0.04,0.1,0.01,0.11,0.17,0.12,0.08,0.12,0.06,0.12,0.01
WS10M_MIN,2023,0.05,0.14,0.02,0.1,0.04,0.04,0.27,0.05,0.08,0.04,0.11,0.07,0.02
WS10M_MIN,2024,0.06,0.16,0.14,0.09,0.06,0.15,0.27,0.19,0.18,0.03,0.09,0.07,0.03
WS10M_MIN,2025,0.08,0.1,0.09,0.06,0.13,0.17,0.16,0.34,0.06,0.06,0.08,0.07,0.06
WS10M_RANGE,2001,2.2,2.58,1.85,2.15,2.29,2.58,2.55,3.35,2.21,1.89,1.91,2.05,2.3
WS10M_RANGE,2002,2.21,2.27,2.22,2.08,2.73,2.94,2.79,2.94,2.37,2.15,2.14,2.07,2.41
WS10M_RANGE,2003,2.01,2.05,2.18,2.29,2.61,2.32,2.96,2.64,2.11,1.85,1.91,2.14,2.26
WS10M_RANGE,2004,2.56,2.22,2.88,2.41,2.68,3.84,3.25,3.57,2.5,1.89,2.11,2.1,2.67
WS10M_RANGE,2005,2.29,2.73,1.96,2.39,2.34,2.59,3.16,3.01,2.63,1.76,2.2,1.9,2.41
WS10M_RANGE,2006,2.18,2.18,2.28,2.32,2.44,2.43,3.3,2.97,2.47,2.31,2.14,2.42,2.46
WS10M_RANGE,2007,2.79,2.73,2.11,2.04,2.15,2.74,2.62,2.42,2.58,2.01,2.45,2.09,2.39
WS10M_RANGE,2008,2.46,2.56,2.25,2.27,2.31,2.72,3.13,2.75,3.01,2.33,1.95,2.16,2.49
WS10M_RANGE,2009,2.03,2.22,2.06,2.2,2.07,2.48,2.97,2.58,3.51,2.34,2.46,2.52,2.45
WS10M_RANGE,2010,2.53,2.29,2.18,2.14,2.17,2.27,1.95,2.01,1.86,2.1,1.79,1.98,2.11
WS10M_RANGE,2011,2.09,2.29,2.28,1.93,2.06,2.46,2.49,2.2,2.22,2.24,2.02,2.24,2.21
WS10M_RANGE,2012,2.1,2.27,2.4,1.9,2.4,2.47,2.75,2.58,2.69,2.0,1.95,2.36,2.32
WS10M_RANGE,2013,2.25,1.93,2.03,2.4,2.02,2.34,2.81,2.32,2.4,1.97,1.92,2.16,2.21
WS10M_RANGE,2014,2.28,2.37,2.07,2.28,2.19,2.59,3.07,2.6,1.99,2.18,2.09,2.11,2.32
WS10M_RANGE,2015,2.25,2.37,2.17,2.36,2.07,3.21,2.72,2.75,2.52,2.17,2.31,2.66,2.46
WS10M_RANGE,2016,2.01,2.16,2.06,2.21,2.27,2.34,2.44,2.67,2.22,1.86,2.05,1.97,2.19
WS10M_RANGE,2017,2.27,2.3,1.97,2.26,1.94,1.95,2.7,1.85,1.97,2.01,1.84,2.17,2.1
WS10M_RANGE,2018,2.02,2.14,2.14,2.01,1.79,2.32,2.33,2.64,2.04,2.08,1.85,2.39,2.15
WS10M_RANGE,2019,2.21,2.11,1.9,2.13,2.02,2.56,2.38,2.61,2.33,1.8,2.23,2.21,2.21
WS10M_RANGE,2020,2.37,2.25,2.47,1.93,2.06,2.42,2.18,2.08,2.13,2.08,1.94,2.08,2.17
WS10M_RANGE,2021,2.1,2.3,2.12,2.4,2.39,2.22,2.97,2.48,2.18,2.11,1.97,2.21,2.29
WS10M_RANGE,2022,2.23,2.13,2.14,2.42,2.44,1.93,2.17,2.27,2.13,2.18,2.17,2.25,2.21
WS10M_RANGE,2023,2.25,2.58,2.01,2.3,2.55,2.91,2.81,2.39,2.26,1.79,1.91,2.52,2.35
WS10M_RANGE,2024,2.2,2.27,2.44,2.1,2.09,2.28,2.87,2.4,2.48,2.21,2.11,1.92,2.28
WS10M_RANGE,2025,2.51,2.01,2.31,2.08,2.11,2.25,2.53,2.26,2.31,1.86,1.8,2.21,2.19
WS50M,2001,2.51,3.51,2.03,2.11,2.3,3.07,3.26,4.58,2.45,2.14,2.12,1.96,2.67
WS50M,2002,2.64,2.48,2.14,2.02,2.95,3.07,3.95,4.4,3.26,2.56,2.32,2.13,2.83
WS50M,2003,2.96,2.7,2.52,2.25,2.63,2.62,3.18,3.39,2.62,1.9,1.72,2.05,2.55
WS50M,2004,2.7,2.62,2.49,1.91,2.55,3.87,2.99,4.05,2.63,1.99,2.15,2.0,2.66
WS50M,2005,2.42,2.62,2.22,2.37,2.4,3.06,3.48,3.45,3.02,1.77,2.38,2.0,2.6
WS50M,2006,2.29,2.5,1.99,2.05,2.3,2.86,3.84,3.74,2.98,2.53,2.0,2.14,2.6
WS50M,2007,2.5,3.67,2.03,1.8,2.06,3.11,3.27,2.82,3.17,1.86,2.32,2.32,2.57
WS50M,2008,2.38,2.48,2.11,1.98,1.88,2.44,2.88,2.37,2.78,1.9,1.79,2.15,2.26
WS50M,2009,1.95,2.23,1.82,2.12,2.01,2.99,3.44,3.1,3.94,2.58,2.45,2.13,2.56
WS50M,2010,3.35,2.62,2.04,1.76,2.12,2.22,1.99,2.44,2.04,2.34,1.94,2.02,2.24
WS50M,2011,2.12,2.25,2.21,1.69,2.08,2.59,3.09,2.81,2.61,2.24,1.85,2.11,2.31
WS50M,2012,2.08,2.25,2.3,1.77,2.45,3.01,3.09,2.91,3.64,2.08,1.93,2.41,2.49
WS50M,2013,2.67,2.09,1.96,2.07,1.89,2.87,3.19,2.81,2.78,2.29,2.15,2.25,2.42
WS50M,2014,2.24,2.34,2.07,2.33,1.91,3.3,3.98,3.43,2.65,2.31,2.21,2.34,2.59
WS50M,2015,3.04,2.54,2.41,2.35,2.54,4.07,3.79,3.64,3.59,2.45,2.2,3.58,3.02
WS50M,2016,2.41,2.46,2.19,1.9,2.32,2.95,3.12,3.48,2.61,1.91,2.25,1.91,2.46
WS50M,2017,2.26,2.79,1.84,2.16,2.05,2.2,3.02,2.42,2.28,2.31,1.95,2.23,2.29
WS50M,2018,2.1,2.55,2.39,2.09,1.89,2.85,2.96,3.91,2.79,2.01,1.94,2.67,2.51
WS50M,2019,2.9,2.24,1.86,2.0,1.98,2.86,3.19,3.67,2.92,2.0,2.18,2.16,2.5
WS50M,2020,3.34,3.2,2.46,2.01,2.59,2.8,2.57,2.49,2.53,2.88,1.81,2.03,2.56
WS50M,2021,2.5,2.31,2.02,2.04,2.42,2.42,3.4,2.62,2.72,1.85,2.03,2.4,2.4
WS50M,2022,2.61,2.1,2.0,2.13,2.2,2.07,2.57,2.7,2.23,2.33,2.14,2.23,2.28
WS50M,2023,2.25,2.36,1.95,1.98,2.48,3.51,3.71,3.63,3.26,2.16,2.33,2.38,2.67
WS50M,2024,3.17,2.68,2.46,2.21,2.19,2.52,3.17,3.27,3.12,2.57,2.27,2.14,2.65
WS50M,2025,2.72,2.03,2.01,2.15,2.58,2.98,3.23,2.97,2.95,2.11,2.15,2.55,2.54
WS50M_MAX,2001,5.66,8.45,5.54,5.91,6.19,8.31,7.71,9.6,6.32,4.83,5.26,4.79,9.6
WS50M_MAX,2002,7.01,6.23,6.13,4.41,7.58,7.71,8.21,9.64,7.89,10.0,6.05,5.5,10.0
WS50M_MAX,2003,7.96,6.88,6.39,6.57,6.31,7.35,7.27,8.54,7.02,3.68,4.95,6.13,8.54
WS50M_MAX,2004,7.04,6.88,7.45,6.5,6.72,9.86,8.31,10.02,6.47,4.75,4.58,5.03,10.02
WS50M_MAX,2005,5.72,7.81,5.85,6.82,6.89,6.72,8.72,9.36,8.36,4.42,6.26,5.12,9.36
WS50M_MAX,2006,5.34,5.99,5.65,8.54,5.81,8.38,10.25,9.7,7.13,6.95,5.66,6.61,10.25
WS50M_MAX,2007,6.46,8.67,7.12,5.86,5.09,6.11,7.82,7.51,7.39,5.69,7.4,4.84,8.67
